frame,t_sec,total_joints,nose_conf,nose_x,nose_y,lSho_conf,lSho_x,lSho_y,rSho_conf,rSho_x,rSho_y,lElb_conf,lElb_x,lElb_y,rElb_conf,rElb_x,rElb_y,lWri_conf,lWri_x,lWri_y,rWri_conf,rWri_x,rWri_y,lHip_conf,lHip_x,lHip_y,rHip_conf,rHip_x,rHip_y
194,8.091,14,0.802,0.5499,0.7610,0.776,0.6313,0.5727,0.784,0.4947,0.5579,0.789,0.7152,0.6062,0.753,0.3758,0.5065,0.774,0.6971,0.8161,0.787,0.3894,0.6974,0.566,0.5563,0.1363,0.557,0.4693,0.1612
195,8.133,14,0.825,0.5493,0.7424,0.740,0.6316,0.5575,0.741,0.4948,0.5504,0.792,0.7137,0.5992,0.750,0.3738,0.5035,0.755,0.6968,0.8136,0.785,0.3899,0.6981,0.539,0.5554,0.1197,0.567,0.4677,0.1491
196,8.175,14,0.817,0.5500,0.7218,0.720,0.6305,0.5367,0.762,0.4925,0.5302,0.803,0.7104,0.5947,0.748,0.3739,0.5028,0.758,0.6942,0.8138,0.791,0.3897,0.6976,0.491,0.5544,0.0962,0.531,0.4639,0.1267
197,8.217,14,0.830,0.5502,0.6989,0.694,0.6317,0.5211,0.769,0.4945,0.5116,0.829,0.7070,0.5933,0.753,0.3751,0.5033,0.738,0.6929,0.8121,0.783,0.3896,0.6993,0.447,0.5543,0.0778,0.498,0.4641,0.1054
198,8.258,15,0.856,0.5503,0.6811,0.704,0.6309,0.5077,0.761,0.4955,0.4916,0.816,0.7028,0.5929,0.782,0.3760,0.5043,0.750,0.6918,0.8084,0.778,0.3895,0.6983,0.420,0.5571,0.0687,0.434,0.4626,0.0854
199,8.300,15,0.859,0.5505,0.6587,0.649,0.6303,0.4840,0.752,0.4952,0.4711,0.789,0.6991,0.5941,0.807,0.3775,0.5041,0.756,0.6905,0.8080,0.764,0.3892,0.6964,0.449,0.5569,0.0595,0.479,0.4646,0.0715
200,8.342,15,0.880,0.5507,0.6422,0.654,0.6268,0.4648,0.716,0.4965,0.4559,0.818,0.6948,0.5962,0.821,0.3800,0.5044,0.772,0.6898,0.8066,0.778,0.3893,0.6946,0.441,0.5543,0.0505,0.450,0.4636,0.0624
201,8.383,15,0.802,0.5501,0.6224,0.676,0.6257,0.4495,0.734,0.4973,0.4429,0.829,0.6915,0.5964,0.818,0.3815,0.5036,0.769,0.6889,0.8078,0.781,0.3897,0.6934,0.403,0.5568,0.0427,0.396,0.4652,0.0512
202,8.425,15,0.764,0.5502,0.6044,0.679,0.6261,0.4405,0.751,0.4954,0.4319,0.816,0.6891,0.5968,0.809,0.3837,0.5045,0.759,0.6880,0.8071,0.791,0.3897,0.6933,0.284,0.5650,0.0411,0.315,0.4690,0.0427
203,8.467,15,0.806,0.5495,0.5915,0.635,0.6248,0.4334,0.729,0.4974,0.4232,0.790,0.6866,0.5957,0.778,0.3872,0.5028,0.740,0.6875,0.8067,0.805,0.3900,0.6946,0.162,0.5655,0.0379,0.209,0.4635,0.0377
204,8.509,15,0.839,0.5505,0.5804,0.622,0.6230,0.4140,0.704,0.4954,0.4147,0.787,0.6844,0.5923,0.789,0.3894,0.5019,0.736,0.6866,0.8090,0.820,0.3903,0.6957,0.156,0.5629,0.0387,0.135,0.4689,0.0400
205,8.550,15,0.800,0.5510,0.5630,0.623,0.6219,0.3956,0.737,0.4936,0.4041,0.803,0.6811,0.5896,0.804,0.3923,0.5021,0.760,0.6854,0.8076,0.825,0.3905,0.6958,0.132,0.5667,0.0383,0.103,0.4766,0.0369
206,8.592,15,0.874,0.5519,0.5587,0.659,0.6209,0.3815,0.695,0.4898,0.3958,0.809,0.6784,0.5894,0.797,0.3946,0.5014,0.766,0.6844,0.8071,0.834,0.3909,0.6973,0.141,0.5631,0.0360,0.108,0.4770,0.0368
207,8.634,12,0.771,0.5506,0.5469,0.641,0.6179,0.3703,0.752,0.4916,0.3857,0.786,0.6758,0.5901,0.752,0.3990,0.5004,0.780,0.6838,0.8059,0.843,0.3911,0.6983,0.000,0.0000,1.0000,0.000,0.0000,1.0000
208,8.675,15,0.843,0.5511,0.5394,0.601,0.6171,0.3651,0.744,0.4918,0.3819,0.788,0.6726,0.5935,0.831,0.4031,0.4952,0.783,0.6819,0.8028,0.845,0.3917,0.6986,0.106,0.5630,0.0377,0.107,0.4749,0.0358
209,8.717,12,0.750,0.5487,0.5215,0.599,0.6137,0.3537,0.729,0.4925,0.3707,0.817,0.6703,0.5951,0.845,0.4061,0.4944,0.781,0.6814,0.8017,0.841,0.3918,0.6987,0.000,0.0000,1.0000,0.000,0.0000,1.0000
210,8.759,12,0.821,0.5485,0.5158,0.624,0.6111,0.3470,0.734,0.4927,0.3669,0.825,0.6681,0.5977,0.843,0.4073,0.4965,0.789,0.6805,0.8017,0.838,0.3922,0.6989,0.000,0.0000,1.0000,0.000,0.0000,1.0000
211,8.800,12,0.809,0.5473,0.5123,0.641,0.6087,0.3418,0.733,0.4910,0.3619,0.793,0.6666,0.6019,0.807,0.4097,0.4985,0.792,0.6800,0.8028,0.836,0.3921,0.6991,0.000,0.0000,1.0000,0.000,0.0000,1.0000
212,8.842,12,0.724,0.5498,0.5036,0.667,0.6087,0.3447,0.717,0.4899,0.3582,0.802,0.6650,0.5992,0.797,0.4105,0.5004,0.798,0.6792,0.8019,0.847,0.3922,0.6993,0.000,0.0000,1.0000,0.000,0.0000,1.0000
213,8.884,12,0.800,0.5515,0.4979,0.662,0.6079,0.3458,0.705,0.4890,0.3580,0.793,0.6638,0.5979,0.786,0.4118,0.5021,0.794,0.6782,0.8012,0.848,0.3923,0.6993,0.000,0.0000,1.0000,0.000,0.0000,1.0000
214,8.926,12,0.744,0.5509,0.4837,0.637,0.6053,0.3418,0.690,0.4873,0.3564,0.758,0.6621,0.6007,0.807,0.4125,0.5064,0.797,0.6777,0.8015,0.851,0.3919,0.6994,0.000,0.0000,1.0000,0.000,0.0000,1.0000
215,8.967,12,0.775,0.5512,0.4887,0.636,0.6045,0.3443,0.712,0.4866,0.3589,0.758,0.6603,0.6032,0.822,0.4139,0.5073,0.795,0.6772,0.8015,0.853,0.3919,0.7000,0.000,0.0000,1.0000,0.000,0.0000,1.0000
216,9.009,12,0.726,0.5522,0.4851,0.624,0.6041,0.3481,0.685,0.4869,0.3568,0.790,0.6569,0.6010,0.844,0.4145,0.5109,0.804,0.6767,0.8026,0.859,0.3918,0.6983,0.000,0.0000,1.0000,0.000,0.0000,1.0000
217,9.051,12,0.681,0.5519,0.4796,0.621,0.6037,0.3477,0.675,0.4868,0.3558,0.789,0.6548,0.5995,0.843,0.4145,0.5145,0.786,0.6761,0.8019,0.859,0.3919,0.6980,0.000,0.0000,1.0000,0.000,0.0000,1.0000
